_id,analysis_report,reference,commit,commit_date,repository,checked,filename,filehash,indicators/0/name,indicators/0/occurrences,debts/0/name,debts/0/value,debts/1/name,debts/1/value,indicators/1/name,indicators/1/occurrences,indicators/2/name,indicators/2/occurrences,debts/2/name,debts/2/value,debts/3/name,debts/3/value,indicators/3/name,indicators/3/occurrences,indicators/4/name,indicators/4/occurrences,debts/4/name,debts/4/value,indicators/5/name,indicators/5/occurrences,indicators/6/name,indicators/6/occurrences,indicators/7/name,indicators/7/occurrences,indicators/8/name,indicators/8/occurrences,debts/5/name,debts/5/value,debts/6/name,debts/6/value,indicators/9/name,indicators/9/occurrences
5a9db235b8a9f960ba240cd0,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/testing/BlockFor.java,NumberLong(3955094836),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(2),DEFECT_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd1,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/ImportTask.java,NumberLong(2168687519),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(5),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMPLEX_METHOD,NumberInt(2),,,DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd2,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/zip/NioZipEncoding.java,NumberLong(972413429),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd3,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/ConstantPoolEntry.java,NumberLong(3899439593),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMPLEX_METHOD,NumberInt(1),,,DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd4,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/filters/ExpandProperties.java,NumberLong(49696048),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd5,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/types/FilterSetCollection.java,NumberLong(208391341),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd6,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/Pack.java,NumberLong(1379124466),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(4),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd7,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/testing/Funtest.java,NumberLong(2821167034),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(7),COMPLEX_METHOD,NumberInt(2),DEFECT_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd8,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/types/resources/selectors/Majority.java,NumberLong(529756780),COMPLEX_METHOD,NumberInt(1),CODE_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cd9,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/ExtensionPoint.java,NumberLong(2410557384),COMMENT_ANALYSIS_DESIGN_DEBT,NumberInt(1),CODE_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),COMMENT_ANALYSIS_CODE_DEBT,NumberInt(1),,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cda,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/Jikes.java,NumberLong(1699782308),COMMENT_ANALYSIS_DESIGN_DEBT,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(3),DESIGN_DEBT,NumberInt(0),DEFECT_DEBT,NumberInt(0),COMMENT_ANALYSIS_CODE_DEBT,NumberInt(2),,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cdb,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/XmlLogger.java,NumberLong(3901652867),GOD_CLASS,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(5),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(12),DESIGN_DEBT,NumberInt(0),DEFECT_DEBT,NumberInt(0),COMPLEX_METHOD,NumberInt(1),,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cdc,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/tar/TarEntry.java,NumberLong(774268502),GOD_CLASS,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(5),DESIGN_DEBT,NumberInt(0),DEFECT_DEBT,NumberInt(0),COMPLEX_METHOD,NumberInt(3),,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cdd,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/net/SetProxy.java,NumberLong(458637207),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(3),COMPLEX_METHOD,NumberInt(1),DEFECT_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cde,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/condition/IsReference.java,NumberLong(4016069252),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),DEFECT_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240cdf,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/tests/junit/org/apache/tools/ant/taskdefs/optional/XsltTest.java,NumberLong(1812778515),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce0,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/types/selectors/PresentSelector.java,NumberLong(1092208814),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(2),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),DUPLICATED_CODE,NumberInt(1),,,DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce1,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/i18n/Translate.java,NumberLong(1008071466),GOD_CLASS,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(9),COMPLEX_METHOD,NumberInt(3),DESIGN_DEBT,NumberInt(0),,,BRAIN_METHOD,NumberInt(1),,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce2,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/tests/junit/org/apache/tools/ant/types/ZipFileSetTest.java,NumberLong(401594188),DUPLICATED_CODE,NumberInt(1),CODE_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce3,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/tests/junit/org/apache/tools/ant/taskdefs/optional/i18n/TranslateTest.java,NumberLong(2027539445),DUPLICATED_CODE,NumberInt(1),CODE_DEBT,NumberInt(0),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce4,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/util/regexp/JakartaOroMatcher.java,NumberLong(4038396036),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(2),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce5,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUpdate.java,NumberLong(2675352440),COMMENT_ANALYSIS_DEFECT_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),DEFECT_DEBT,NumberInt(0),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(8),,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce6,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/taskdefs/optional/RenameExtensions.java,NumberLong(1457487457),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(2),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_CODE_DEBT,NumberInt(1),,,,,,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce7,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/filters/TokenFilter.java,NumberLong(1378902868),GOD_CLASS,NumberInt(1),CODE_DEBT,NumberInt(0),UNKNOWN_DEBT,NumberInt(0),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(3),DUPLICATED_CODE,NumberInt(2),DESIGN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,
5a9db235b8a9f960ba240ce8,5a9db235b8a9f960ba240c53,rel/1.9.0,b47c505fa7563e9b0ea1e4667ae8f2f7aed3b007,2013-03-06T04:20:43.000+0000,5a9494c6b8a9f924e3b18e1f,false,src/main/org/apache/tools/ant/util/facade/FacadeTaskHelper.java,NumberLong(652736868),COMMENT_ANALYSIS_UNKNOWN_DEBT,NumberInt(1),UNKNOWN_DEBT,NumberInt(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
