filename,reference,count_reference,patern,heuristic,score,commit,indicators,debts,count_debts
proposal/antfarm/xml/org/apache/tools/ant/xml/ProjectHandler.java,"['rel/1.3', 'rel/1.4']",2,8.76,2.56,10.04,71d035b07bf886e3a071917b8c3b94515773e49d17edf52615670b78ee8079e4b501981f4d2a5b34,"COMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVYCOMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVY","CODE_DEBT,UNKNOWN_DEBT,DESIGN_DEBT,,CODE_DEBT,UNKNOWN_DEBT,DESIGN_DEBT,",2.0
proposal/antfarm/xml/org/apache/tools/ant/xml/XmlImporter.java,"['rel/1.3', 'rel/1.4']",2,17.0,0.0,17.0,71d035b07bf886e3a071917b8c3b94515773e49d17edf52615670b78ee8079e4b501981f4d2a5b34,"COMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVY,COMMENT_ANALYSIS_REQUIREMENT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVY,COMMENT_ANALYSIS_REQUIREMENT_DEBT,","CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DESIGN_DEBT,CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DESIGN_DEBT",2.0
proposal/embed/src/java/org/apache/tools/ant/ProjectComponentFactory.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,102.078,14.399999999999999,112.878,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,COMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBT,"UNKNOWN_DEBT,UNKNOWN_DEBT,UNKNOWN_DEBT",3.0
proposal/embed/src/java/org/apache/tools/ant/ProjectComponentHelper.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,30.0,7.199999999999999,37.2,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,COMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBT,"UNKNOWN_DEBT,UNKNOWN_DEBT,UNKNOWN_DEBT",3.0
proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,384.478,84.0,453.83799999999997,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,"COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_CODE_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBT,DUPLICATED_CODE,COMMENT_ANALYSIS_CODE_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,DUPLICATED_CODE,COMMENT_ANALYSIS_CODE_DEBT,","CODE_DEBT,UNKNOWN_DEBT,CODE_DEBT,UNKNOWN_DEBT,DESIGN_DEBT,,CODE_DEBT,UNKNOWN_DEBT,DESIGN_DEBT,",3.0
proposal/embed/src/java/org/apache/tools/ant/RuntimeConfigurable2.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,237.0,7.68,244.68,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,"COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_REQUIREMENT_DEBT,COMMENT_ANALYSIS_CODE_DEBTCOMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_REQUIREMENT_DEBT,COMPLEX_METHOD,COMMENT_ANALYSIS_CODE_DEBT,BRAIN_METHOD,COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_REQUIREMENT_DEBT,COMPLEX_METHOD,COMMENT_ANALYSIS_CODE_DEBT,BRAIN_METHOD,","CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DEFECT_DEBT,CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DEFECT_DEBT,DESIGN_DEBT,CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DEFECT_DEBT,DESIGN_DEBT",3.0
proposal/embed/src/java/org/apache/tools/ant/UnknownElement2.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,213.8,19.439999999999998,227.24,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,"COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_CODE_DEBT,COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_CODE_DEBT,COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_CODE_DEBT,","CODE_DEBT,UNKNOWN_DEBT,DEFECT_DEBT,,CODE_DEBT,UNKNOWN_DEBT,DEFECT_DEBT,,CODE_DEBT,UNKNOWN_DEBT,DEFECT_DEBT,",3.0
proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,460.9,50.88,504.58000000000004,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,"COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,COMMENT_ANALYSIS_REQUIREMENT_DEBT,GOD_CLASS,COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVY,COMMENT_ANALYSIS_REQUIREMENT_DEBT,DUPLICATED_CODE,COMPLEX_METHOD,BRAIN_METHODGOD_CLASS,COMMENT_ANALYSIS_DEFECT_DEBT,COMMENT_ANALYSIS_UNKNOWN_DEBT,FEATURE_ENVY,COMMENT_ANALYSIS_REQUIREMENT_DEBT,DUPLICATED_CODE,COMPLEX_METHOD,BRAIN_METHOD","UNKNOWN_DEBT,REQUIREMENT_DEBT,DEFECT_DEBT,,CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DESIGN_DEBT,DEFECT_DEBT,CODE_DEBT,UNKNOWN_DEBT,REQUIREMENT_DEBT,DESIGN_DEBT,DEFECT_DEBT",3.0
proposal/embed/src/java/org/apache/tools/ant/helper/TaskAdapter2.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,15.0,22.080000000000002,26.04,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,COMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBT,"UNKNOWN_DEBT,UNKNOWN_DEBT,UNKNOWN_DEBT",3.0
proposal/embed/src/java/org/apache/tools/ant/taskdefs/Description.java,"['rel/1.6.0', 'rel/1.7.0', 'rel/1.10.0']",3,36.0,0.0,36.0,451364131fb89af099496ee27703c1a5c408d1f295b3cf06f18f717ce5dda4b77bfc3eed8b534ba86bfe7759b0d7662f764a6efd97436b48aa74da2a,COMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBTCOMMENT_ANALYSIS_UNKNOWN_DEBT,"UNKNOWN_DEBT,UNKNOWN_DEBT,UNKNOWN_DEBT",3.0
